Wall time,Step,Value
1743608774.815559,400,0.22551031410694122
1743608775.669469,800,0.2701864242553711
1743608776.5493524,1200,0.08988921344280243
1743608777.3315969,1600,0.0005131705547682941
1743608778.2238812,2000,0.5317838191986084
1743608779.041209,2400,0.178531676530838
1743608779.8358195,2800,0.25687873363494873
1743608780.6325233,3200,0.5186066627502441
1743608781.5200036,3600,0.12934571504592896
1743608782.299878,4000,0.17527447640895844
1743608783.0717597,4400,0.088096022605896
1743608784.1581414,4800,0.5156641006469727
1743608785.1538172,5000,0.0013332264497876167
1743608785.7715106,5200,0.0894385576248169
1743608786.8178294,5600,0.08823785185813904
1743608787.6753955,6000,0.17967380583286285
1743608788.5923877,6400,0.3023346960544586
1743608789.4179919,6800,0.0884213075041771
1743608790.2402556,7200,0.09088335931301117
1743608791.3299904,7600,0.003695589955896139
1743608792.3468306,8000,0.12714345753192902
1743608793.399754,8400,0.21569056808948517
1743608794.5517335,8800,0.13031594455242157
1743608795.438338,9200,0.3026140332221985
1743608796.4611998,9600,0.21386216580867767
1743608797.7530816,10000,0.463508278131485
1743608798.7148674,10400,0.0022486429661512375
1743608799.638219,10800,0.08766381442546844
1743608800.6649861,11200,0.12864752113819122
1743608801.5413435,11600,0.38833102583885193
1743608802.4483662,12000,0.0023289979435503483
1743608803.381873,12400,0.0887870267033577
1743608804.937547,12800,0.34128063917160034
1743608806.3744433,13200,0.47791317105293274
1743608807.6433458,13600,0.3497193455696106
1743608808.6587896,14000,0.0013081217184662819
1743608809.6008615,14400,0.0866902619600296
1743608810.4691484,14800,0.1271505504846573
1743608811.3694203,15000,0.17314879596233368
1743608811.8219109,15200,0.12917974591255188
1743608812.653974,15600,0.2631758451461792
1743608813.5526464,16000,0.17740291357040405
1743608814.388669,16400,0.42204684019088745
1743608815.2615185,16800,0.08876853436231613
1743608816.141732,17200,0.2193583846092224
1743608816.9723833,17600,0.0030334126204252243
1743608817.7809732,18000,0.17421036958694458
1743608818.6490233,18400,0.0894995778799057
1743608819.5285304,18800,0.12820743024349213
1743608820.4398737,19200,0.5426049828529358
1743608821.3313892,19600,0.08519794046878815
1743608822.6911988,20000,0.0874236598610878
1743608823.6106145,20400,0.08850603550672531
1743608824.464681,20800,0.0042730639688670635
1743608825.3466082,21200,0.0856374204158783
1743608826.2719154,21600,0.12249678373336792
1743608827.2234647,22000,0.174937441945076
1743608828.0850036,22400,0.21656443178653717
1743608829.0264256,22800,0.08812016248703003
1743608830.0844219,23200,0.21322181820869446
